job,user,project,gpu_num,cpu_num,node_num,submit_time,wait_time,run_time,wall_time,node_hour,new_status
224014909,60046765662079.59,60135800518043.52,0,17696,276,1674813519,65,19317.967632584856,21022,1388.0901690000885,Killed
421915150,0.0,0.0,0,8189,129,1672848387,12760,9476.412788788326,10668,44.12681247017082,Pass
559582900,48831837226888.15,91220569339572.58,0,480,8,1674579976,105,2959.011751143368,3365,10.360933782623833,Pass
728069830,96344515459021.44,88442825945535.33,0,512,7,1675102715,1149,1216.4000379758954,3731,0.004886111,Pass
412638640,0.0,0.0,0,335,5,1672542669,26,180.097365821243,3366,172.11982601277873,Pass
900314763,62529220758442.23,62414666077124.26,0,16687,259,1673077631,336,423.40367955979576,3677,0.004886111,Killed
872197666,59854872457003.99,59909277633287.164,0,16215,255,1673738139,45132,11010.410363217397,21246,1225.799935267565,Pass
609954885,33980799427511.508,34342316663840.56,0,230564,3581,1675177333,1791,74592.01840189712,85553,22721.682829230915,Killed
582086798,0.0,0.0,0,8136,128,1675038177,12741,9383.549256042437,10656,442.63105380275044,Killed
844186092,81068602864706.45,81170174183119.17,0,498,7,1674897050,308,34.229024035810994,3518,0.004886111,Pass
526963063,80234371554034.83,79697689300831.33,0,220,3,1674831490,498,286.13846652197986,3619,8.716563358625276,Pass
930214859,48980768480952.47,49004558706840.79,0,421,7,1675077705,26,370.9631540303097,1175,60.239346138771175,Pass
252532720,34186876341239.508,34119798090671.742,0,64,2,1674285730,26,82.48107830720178,3652,0.004886111,Pass
20165831,34433048277760.574,34806804421075.473,0,132,2,1674252795,1187,536.7970668848229,3655,0.004886111,Pass
764274145,1046871973.0571079,104748670874.50188,0,8132,129,1673099721,26,328.1229205209727,10702,5.8241914288710115,Pass
931912017,0.0,82688067440.85912,0,8168,129,1674273015,4307,1958.6979497031584,3674,0.004886111,Killed
991942900,0.0,53944894019.9343,0,545,8,1672784528,26,2789.295648235319,3558,9.035442261486619,Pass
288596142,12795031710.018177,59097308104.3962,0,526,7,1673773537,213,17.59,3644,0.004886111,Pass
785320041,51342578916.34978,20381805602.15622,0,488,7,1672819564,26,176.03116321444077,3685,0.004886111,Pass
404072540,62151281574.11115,0.0,0,8088,127,1672964752,612,623.8941499243734,3805,0.004886111,Pass
439265587,72065827557740.03,73232796184934.78,0,447,8,1674868915,2045,4247.087292082943,3659,30.942081866806348,Killed
159616594,79173609952797.27,80150845760768.27,0,33314,266,1673692001,28128,23392.852057288525,21624,1898.6080563579703,Pass
778457168,0.0,0.0,0,8160,128,1672867052,26,17.59,10858,0.004886111,Pass
817043849,0.0,10220022545.16814,0,8206,128,1672988534,1455,17.59,10870,0.004886111,Pass
47372161,0.0,163775871704.44434,0,8245,128,1672612691,1462,578.4564732514564,10770,36.618170903240824,Pass
439124392,0.0,42281976024.15162,0,303,6,1673107452,971,3496.9129213801207,3595,0.004886111,Pass
308638894,84382810520.86269,0.0,0,16513,259,1672945398,26,2864.8197879014792,3469,0.004886111,Killed
369252963,80336252726433.56,80572924764922.45,0,506,8,1674091920,625,1793.843173197454,3596,11.740891650295653,Pass
311400304,0.0,18041306688.3332,0,8259,128,1672837231,3517,7161.734628745089,10718,418.7978831199217,Pass
739342486,0.0,15565410616.031776,0,8170,128,1674750042,2305,8774.568607564115,10620,393.0158502697651,Killed
288205218,6007929005.924014,11135851745.992523,0,8217,128,1674995611,10040,1846.3583972280687,3542,17.148261811755525,Killed
529746643,139277210177.91193,160022241616.41287,0,316,6,1675279939,26,523.0583588426379,3545,2.8352607149513034,Pass
728472369,79714139401944.86,79905827332866.31,0,204,2,1674173041,767,68.45191103062751,3644,0.004886111,Pass
66125399,0.0,110816613333.31917,0,8166,128,1672805571,3412,17.59,10920,0.004886111,Pass
717680345,94893337995414.89,91489112406929.62,0,225851,3688,1675273342,403032,2998.144962494919,3769,27.264618805946736,Killed
576657931,34700656986354.125,34924483372486.453,0,16511,3121,1674819206,1624,748.6676008566419,3809,0.004886111,Killed
673225465,59961395663408.35,60089156922890.914,0,628,10,1674879543,594,3957.7516846205735,3407,0.004886111,Killed
374332778,93662049623.73949,39332804769.336105,0,8193,128,1673019771,644,105.97256556725176,10692,0.004886111,Pass
296102184,16994923349.089977,88846446913.14217,0,8168,128,1673048423,258,722.64465056639,10678,37.762483149767974,Pass
953245913,21503633392.9708,0.0,0,600,9,1674297314,88,2358.0370179384886,3355,7.801484979948099,Killed
909744393,61075080885301.02,60969792073269.02,0,8113,128,1672923706,26,666.9219457289876,1198,12.473849946340607,Pass
380316203,74092007531.98572,73019234996.60947,0,8146,129,1672965831,1025,17.59,10801,7.530606757925525,Pass
631100386,33619723041429.71,33471386762939.97,0,481,8,1674207833,77,3533.563520830531,3492,15.559145374294136,Killed
112438322,13321353541.417416,0.0,0,8153,128,1673023714,26,17.59,10867,0.004886111,Pass
463904876,103520919769.59949,0.0,0,16645,261,1673175930,4585,2916.456510807835,3659,14.685370508213463,Killed
12445754,1833318084.2355328,0.0,0,8221,129,1674625941,5868,10698.35895628998,10880,398.64614998165973,Killed
195486552,94855582897644.83,95063238946006.6,0,130,1,1674025145,106,2176.4576033781277,3468,0.004886111,Pass
940597417,0.0,0.0,0,64139,1024,1673543558,11864,19068.65075347685,34755,12280.290237146215,Pass
719224288,0.0,0.0,0,8219,129,1674592543,2158,2608.4017946704694,10977,4.494014253635964,Killed
744367751,19178291936.81593,25034017066.161797,0,32878,517,1673090651,6004,20075.939903573188,21278,1436.324685524833,Pass
143765345,0.0,0.0,0,8078,126,1672989911,601,236.79647403140592,10680,3.9347774823629784,Pass
270463661,0.0,0.0,0,30647,476,1675226622,80371,8846.199007003417,10947,543.2129600480343,Killed
672152004,35720748700906.86,35803815555269.82,0,16089,256,1672781333,1010,528.8590569914595,3646,83.16334083171603,Pass
579460763,46572586378871.48,46596179099811.14,0,643,8,1673930508,26,2503.6303241922965,3496,7.394896556649157,Pass
529155186,0.0,0.0,0,16446,257,1674636382,1147,23150.423203558257,21293,1583.4528081244566,Killed
142508564,96440939950324.64,95963146703826.97,0,415,5,1673995036,26,468.3998150751081,3564,0.004886111,Pass
900372096,183688370634.19672,226991950692.27762,0,56075,895,1672859018,9216,19963.57519866732,31701,1859.0748778964432,Killed
580420949,130702351604.6559,76607690451.11098,0,8048,126,1673041162,26,17.59,10689,10.328428667868899,Pass
203996197,0.0,0.0,0,8132,128,1673054813,202,1731.2191040758844,10980,7.434826673774725,Pass
134337505,0.0,0.0,0,8109,128,1674872903,1879,2364.3894443592403,10905,60.2627804081217,Pass
330470374,0.0,0.0,0,17379,274,1674644706,2454,3381.317759468098,3589,12.79010610468436,Killed
454050442,79767353059181.97,79733779622248.64,0,8234,128,1673072584,1608,893.1042974422345,3636,5.19293070562951,Pass
671633889,0.0,0.0,0,79,1,1675080664,956,1046.583031188858,1158,0.004886111,Pass
405813215,0.0,32914102430734.082,0,714,10,1674235515,524,2322.1185264356445,3563,0.004886111,Killed
491688372,36467218019276.72,36422313795801.3,0,63950,274,1673852834,425,536.3092052714967,8007,0.004886111,Pass
29236961,0.0,0.0,0,8287,129,1674724604,597,5033.277006369992,3569,35.1079949724072,Killed
950383577,44617052824058.66,44742655060872.65,0,65072,1018,1673979350,348474,86477.7,80426,29722.762483957144,Killed
745361725,77536998439573.12,76823262987929.34,0,34010,545,1673462664,18712,19843.444273118166,21711,2033.0926424887487,Pass
832514459,33617713858.51647,38058093877.11166,0,211,3,1672774813,26,524.8795761944695,3587,0.004886111,Pass
296674371,0.0,0.0,0,16840,265,1673058037,4661,2280.439927434245,15929,119.14668590425174,Pass
658726064,77734966280862.12,60179949165577.25,0,445,7,1673709977,508,1158.9181150579275,3409,0.004886111,Pass
63872188,0.0,2219510006.90889,0,8195,126,1673031035,164,227.67079410010777,10642,0.004886111,Pass
397130108,0.0,0.0,0,8138,128,1672963979,120,9504.4134565518,10651,254.45440427879225,Pass
404784430,0.0,0.0,0,8127,128,1674143688,3046,10307.639786874872,10705,342.6366215396415,Pass
16178200,79657221417593.42,78887069571682.5,0,8208,128,1672774524,26,334.1295107905382,2482,0.004886111,Pass
339297689,0.0,0.0,0,8201,127,1674997544,5738,10787.043289463141,10684,361.93516413269816,Killed
818645768,79376789718578.34,79087235722529.03,0,517,8,1673975465,26,1929.1856866974076,3507,0.004886111,Pass
657019155,0.0,37068682138.66616,0,8214,128,1672942102,368,7902.056218537538,10764,321.6471213198081,Pass
28581949,0.0,0.0,0,8184,128,1672927822,947,551.8200607726351,10906,31.539899218181663,Pass
584457324,0.0,6520280279.126797,0,8174,128,1672767770,26,17.59,10894,30.659234473543936,Pass
890326265,47312102038017.35,47565726821441.43,0,149,1,1674695542,26,413.38186341179426,502,9.039267920903443,Pass
304278821,34226842768563.008,34384570231454.168,0,325,3,1673877657,435,4480.482256084028,3661,0.004886111,Killed
196823109,48253306674919.984,48411900854752.33,0,175,5,1673933253,678,348.88033496923276,3386,0.004886111,Pass
591157599,9699580640559.725,9036149102908.799,0,99,1,1674989711,26,491.276866231098,3597,8.582632652920822,Pass
350951702,197101924273.47644,50188509789.46122,0,8140,127,1672850041,26,17.59,3659,0.004886111,Pass
467336538,92216310026.47057,0.0,0,16004,513,1674541073,17813,13686.355173798866,21218,1508.2413278629333,Killed
403056142,0.0,0.0,0,8148,128,1674575048,1020,9011.064082512117,10784,224.2929995333928,Pass
28690296,19675823713.249935,21704830453.472622,0,470,7,1672791860,26,3111.3534257744473,3617,28.086597935313883,Pass
89772841,59668206879273.02,59771140874087.29,0,8174,128,1674861314,13924,2119.7365176647695,3728,73.76316976464923,Killed
392071703,9518470242716.396,9712999156370.238,0,95,3,1672455928,574,170.11869562899477,3642,11.461819270006407,Pass
516233304,34377401879717.633,34443811308803.836,0,59125,936,1674198632,26,85873.66395773941,84314,29161.442405627262,Killed
876763393,79461178853527.2,79369955400707.52,0,474,7,1674649736,1404,473.35014219972055,3388,0.004886111,Pass
518013402,102232942333.07954,57879445418.338356,0,401,6,1672825325,447,151.1131539694855,3476,0.004886111,Pass
742640028,160253003306.23663,0.0,0,8115,128,1674763918,206,17.59,1612,13.132232252667283,Pass
584909850,69968720909.37833,76290994810.03488,0,146,3,1674256634,231,145.1520655508008,3514,0.004886111,Pass
512845365,0.0,1947991354.603218,0,8171,128,1675189109,18282,6906.972792549659,10999,22.63935459660412,Pass
735237291,60524380217529.24,78431984467159.7,0,498,7,1674818866,26,702.0332646709967,3637,5.97777447625934,Pass
220362132,59429824261977.36,59606369937778.38,0,8140,128,1674700568,35487,10404.737651990126,10707,387.16545743657474,Killed
754708386,0.0,0.0,0,466,7,1672912388,472,48.0174188095595,3710,0.004886111,Pass
772855401,10188427496946.502,10016696675878.598,0,64,1,1672703153,26,2428.7746353283437,3619,0.004886111,Pass
397379296,61180542813490.984,61315658810833.38,0,16567,260,1674003864,4555,20236.947416807154,21724,1843.3059757231563,Killed
456671510,47776471885.9675,0.0,0,8256,129,1674382217,364,667.9225491628731,538,21.37807177131993,Pass
12621343,0.0,0.0,0,464,7,1672836647,26,19.6732574960821,3675,0.004886111,Pass
177921900,34613881145687.15,34676682462381.613,0,8154,128,1673206535,1291,41.49001859185174,10783,4.824382644396192,Pass
557741861,0.0,0.0,0,8158,128,1672829964,26,17.59,3578,4.9001807546899485,Pass
83692488,25080060714.940346,150693908842.03598,0,127,3,1675016097,26,17.59,3461,16.83601666537495,Pass
527188376,81458670934625.81,81693443066417.97,0,318,4,1672864521,26,17.59,3611,8.408089624864344,Pass
534574348,62025562977371.484,61526962971801.984,0,563,10,1672817362,26,675.4015311849464,3602,0.004886111,Pass
505412627,0.0,0.0,0,227,1,1675231427,944,18.953251797644896,1058,0.004886111,Killed
719015832,79860121202304.28,80033833398203.27,0,123,3,1674711732,1033,17.59,3693,0.004886111,Pass
294116788,47639442499313.41,48374968709309.51,0,403,4,1674824349,483,737.6086541509248,1115,0.004886111,Pass
164578211,9559435136851.363,9586027331058.186,0,92,3,1672908202,823,17.59,3649,0.004886111,Pass
448983193,34763624212822.906,34173192004528.055,0,162,2,1673783944,26,17.59,3588,0.004886111,Pass
980679402,34663517657145.312,35071125780060.617,0,421,7,1673934783,369,2670.5143820800176,3507,11.735340383158487,Killed
406869817,96197343938292.03,95842244653516.95,0,160,3,1674130986,26,1326.2473892161984,3520,0.004886111,Pass
374092432,0.0,58465652648902.05,0,8240,128,1673613550,26,7401.03713914141,10848,270.71387164379433,Pass
304165549,34796116120414.047,34533906661008.605,0,16186,256,1674461753,2465,1275.273513443498,21991,193.01375706002665,Killed
357055573,62017354223851.0,61696658291496.69,0,17111,269,1673587709,420,446.2885370921724,21502,14.945815136712344,Pass
74353552,70554986518.95772,73562929151.08438,0,115,1,1673060579,200,180.9169970326302,998,28.793247406774878,Pass
319233425,34174552028191.027,33860665271131.723,0,502,9,1675009739,26,517.24972763592,3359,24188.681206910456,Killed
215199068,62106664527.27052,100674118949.42921,0,16657,263,1672862145,15210,23382.77619928561,21426,1984.028647036233,Killed
758916896,0.0,10018668410.39619,0,8212,129,1672927787,342,375.6412752538906,10904,16.75064859302405,Pass
785214272,34301560742440.883,34322358017339.215,0,59216,899,1675205179,1273,59887.926434862544,86400,29236.333141662715,Killed
469127412,0.0,0.0,0,8159,129,1675266131,2001,11699.635747039307,10779,472.39191383596136,Killed
924991292,0.0,0.0,0,8373,129,1674533050,3327,463.6667265517626,3792,5.760488957080626,Pass
230325324,47922359148944.12,48431206794497.2,0,177,3,1674795581,26,17.59,1323,6.663646922330205,Pass
664682182,60126464120754.164,60331099744601.55,0,522,7,1674530408,938,4316.6515558389565,3782,0.004886111,Pass
460995637,80276993090325.28,80184572232409.2,0,389,6,1672747872,525,609.4852898716999,3562,0.004886111,Pass
869384700,2751314810.1291313,0.0,0,232,3,1674437907,26,44.35102893926444,3714,0.004886111,Pass
121363292,79117286394913.98,79322794278261.11,0,411,4,1672989040,1305,376.368878199174,3599,0.004886111,Pass
89712681,46565800364.6683,100531237085.27844,0,412,7,1672798695,26,2632.188747010759,3674,0.004886111,Killed
827341363,30582168600.792168,9085650269.95628,0,193,1,1674341642,192,273.0898413153391,3479,5.97617690626323,Pass
718504948,99800000000000.0,98644233616686.52,0,569,8,1673894124,26,1951.0380083081989,3664,7.77945802989341,Pass
607202800,60766449618953.3,61240269618064.51,0,8217,130,1674449892,641,2527.5170613182418,3370,0.004886111,Pass
394547200,60598208275235.9,60879661033691.56,0,8207,128,1674382464,1240,32.48488638191753,3717,11.055976516780264,Killed
267103245,46739729057916.63,47334271327414.33,0,539,8,1674157996,26,928.4841947011593,3593,0.004886111,Pass
963855607,9589749635.871292,0.0,0,8099,128,1672763761,668,43.12198034018974,10868,0.004886111,Pass
400347651,48226979961552.99,48067637405146.9,0,376,6,1674620563,26,471.59859028760593,3589,0.004886111,Pass
785450334,47146794130451.36,46996554006861.984,0,512,9,1674066131,177,1184.6944267443628,3674,0.004886111,Pass
83370629,0.0,0.0,0,8178,129,1673143518,242,542.7593620500443,11031,8.338341683346197,Pass
649920285,99800000000000.0,99800000000000.0,0,362,3,1673824320,837,2018.7669127236531,3354,0.36534236916079266,Pass
613556793,61872654642276.43,58901195991714.44,0,488,8,1672759976,26,3624.452202157904,3402,0.004886111,Pass
695690449,887410916.9518127,15962004518.530825,0,8252,128,1672834512,803,9498.262126016129,10758,252.4196870406003,Pass
198133004,0.0,40682895768.76596,0,8276,128,1674011559,1569,12822.304479493167,10760,427.3967037582871,Killed
121957960,59979410767205.805,60222201501387.86,0,17463,275,1674752494,3819,22975.449435806604,21950,1389.668383776562,Killed
157594107,33686267724.93544,86503137144.74352,0,8246,127,1672846683,3524,6958.680798496822,10817,318.7003788655903,Pass
829759174,80294008639086.84,80180644247599.14,0,396,8,1673970383,26,3064.0158607689486,3803,0.004886111,Pass
261751859,9537887027645.348,9533483334740.379,0,127,2,1672860366,26,67.66451772019647,3700,0.004886111,Pass
507955564,10172212440174.156,9937317155971.324,0,64,1,1672813688,418,394.06813432134186,3560,0.004886111,Pass
678391642,46549623795779.84,47168552994471.38,0,8211,128,1673011727,26,17.59,10831,7.560561284786219,Pass
479380843,111860713057.6662,33526899835.275383,0,8116,127,1673001088,26,46.60898939836946,10795,0.004886111,Pass
753877864,0.0,2086913962.1603317,0,331,6,1674181846,243,2009.2763498581219,3633,9.341703077957508,Killed
581117042,34068148777737.367,33750475357272.273,0,257,5,1674081442,406,1907.8486353226676,3729,0.004886111,Pass
470468967,0.0,52415683668.40419,0,8219,131,1673937041,1140,10978.665122517144,10925,343.23647915870873,Killed
64597326,0.0,0.0,0,8259,129,1672758452,776,90.09414070932024,10845,0.9407525144546245,Pass
127120314,79791988234494.52,80312260537470.11,0,179,2,1674512231,26,277.05977765167756,3428,0.004886111,Pass
609255348,79182847445497.52,79543175069719.61,0,455,8,1673652947,1341,632.0259974612543,3590,0.004886111,Pass
927462875,251205036503.66644,115039110244.18538,0,228,3,1673882472,26,585.3244782170422,3515,0.004886111,Pass
377067522,34246276478054.75,34418097274467.496,0,594,9,1674742613,27,159.5014070554382,3457,0.004886111,Killed
3931931,57716314705.743355,136508084602.71803,0,454,7,1674846221,1007,2591.505165706859,3621,0.004886111,Killed
634244376,9763696860847.281,9740211961014.023,0,64,2,1675026790,43,498.47496057498427,3658,0.004886111,Pass
628328583,29708131802.49794,0.0,0,31549,479,1673012809,27904,19683.288015473245,18185,1795.9617928480106,Pass
450058082,46916959771842.125,46726014162375.45,0,499,7,1673465867,127,883.0520825297842,3490,2.7971983670768754,Pass
636939577,0.0,53863981327.56155,0,8248,128,1673077384,26,17.59,10944,2.6669376876490034,Pass
966403369,12596769108.443272,0.0,0,8164,128,1672968833,77,267.5899914596418,10566,34.31344060262042,Pass
767543154,0.0,28318559387.346428,0,8452,125,1673151169,2693,12450.449118885575,10886,274.17125508380616,Pass
618291301,9607046442372.355,9354295231026.066,0,100,1,1673045156,26,17.59,3561,0.004886111,Pass
968813812,35555157929005.74,35521191305489.93,0,328,5,1674832102,26,101.92439788199863,2076,0.004886111,Pass
153896807,34969198089108.32,35127788884842.848,0,444,8,1675091137,1437,375.73947227695567,3574,22.604102937914977,Killed
553537666,34422070712305.992,34295748908736.07,0,47080,771,1672950469,49163,18886.35547332794,32714,1619.1091770101123,Pass
851755551,0.0,0.0,0,8176,129,1673513230,6902,12069.059993157774,10739,331.71318357447353,Pass
59798574,0.0,0.0,0,8194,128,1672756425,862,7534.278208894213,10851,324.5842905806467,Pass
647138895,0.0,0.0,0,257,7,1672770278,85,234.63271743222876,3677,16846.26875645369,Killed
689611170,0.0,166186989381.4589,0,16112,257,1672975652,791,2208.6143351010496,3545,0.004886111,Killed
782745392,0.0,20999256060.961567,0,8104,128,1672958549,26,10192.11302516026,10867,387.03963775757893,Pass
126166278,25031355021.02256,103262527791.43584,0,8232,128,1672852953,676,126.55591998527106,10922,13.509214703681346,Pass
406048484,84570147067.57852,108347091946.7829,0,8261,128,1672882708,26,17.59,10970,0.004886111,Pass
823674700,103246646844.62282,145405054497.57346,0,8203,128,1672746901,26,108.48394365073071,10873,0.004886111,Pass
641291288,60568207339337.17,59453917431187.58,0,8311,128,1674787404,26,17.59,3722,0.004886111,Pass
904659850,34333831968811.44,34183372052644.72,0,498,9,1673980565,230,1982.4012679398493,3675,8.024624305401332,Killed
647367565,0.0,44217798798.25771,0,8168,127,1672767823,9042,52.749391161106956,10504,21.87884066580155,Pass
997746734,60543756714821.305,60367935111006.63,0,8168,127,1674452006,26,17.59,10886,36.63166338411096,Pass
491474707,0.0,164169449366.4251,0,64,1,1672925678,358,494.64998164400686,3550,0.004886111,Pass
373136697,60300818395642.27,60476326631372.91,0,8242,129,1675226716,1840,2698.0848917557496,3583,54.578876177573385,Killed
108692533,0.0,68527832291.65112,0,16906,266,1674562583,1502,19784.540848687255,21921,1822.2486065884495,Killed
318308250,61434997856344.0,61683263770038.49,0,476,9,1674554598,26,568.735267889658,3458,0.004886111,Killed
56928759,0.0,100108927948.31322,0,8198,128,1674583310,26,17.59,1189,43.62193290410465,Pass
118234332,59789258357444.69,59815456407752.18,0,8089,128,1674505809,1022,3850.1478590420943,10778,104.21234397863122,Pass
25114720,80948627579415.06,80689970197121.52,0,374,5,1674509923,26,920.868421481029,3623,0.004886111,Pass
734736187,79511850368621.23,79602933033753.98,0,470,7,1672698403,26,479.1108580076363,3735,0.004886111,Pass
782233160,0.0,0.0,0,32927,536,1674288847,21401,17247.686563952568,22018,1987.971752732167,Killed
817263940,73815068869.51602,97084869710.7436,0,8196,128,1672483040,26,291.15539140464807,10453,0.8492297368178452,Pass
321544360,60241507166298.125,60076270412793.03,0,16994,264,1674429899,26,17576.285224328545,21847,1443.236393561589,Killed
705993105,94982435554.48285,18021703985.64292,0,8192,127,1672821955,912,396.7544715139236,10845,19.743808613054554,Pass
142632427,34497429116214.21,34677507565040.316,0,52021,797,1674634348,9859,638.7343705381011,31988,18.891010091927633,Killed
799649897,89745265861.25145,46572791979.00915,0,8191,128,1672622525,51,660.5653540690987,10835,2.6716984229815015,Pass
582193258,79955172168760.88,79409706674004.06,0,470,7,1672911235,297,752.6911848792124,3561,0.004886111,Pass
255562372,63884669904.210205,86608201862.83377,0,16833,263,1672821823,26,383.39378992772913,21128,1485.7943578431978,Killed
447427869,46847092020692.53,46376095585621.7,0,251,2,1674337191,61,875.8794913618422,3571,0.004886111,Pass
188850537,34050417696736.75,34270443997104.676,0,102,813,1674963417,26,626.2525031565693,84832,32.84101679511906,Killed
848495055,5065267219.004206,84580090371.56876,0,8258,128,1674805095,26,638.4904209695253,1357,3.6791245168610294,Pass
371722520,80298384411492.53,79725729413153.64,0,239,6,1672984302,26,562.0529325088455,3522,0.004886111,Pass
979284775,80393953643311.02,61471903148845.266,0,8201,129,1672982400,26,53.508718827712926,1932,0.004886111,Pass
225711534,47245417717654.12,47375619469565.1,0,408,6,1673949171,398,94.64928068159733,3795,15.360404729133883,Pass
652904282,0.0,0.0,0,8167,129,1672838220,33,273.5975709077043,10949,0.004886111,Pass
733118877,80243847037905.27,80336856957915.9,0,366,5,1674925323,26,452.21960637342767,3580,0.004886111,Pass
392467748,0.0,0.0,0,8118,129,1674349757,2083,8595.075889054628,10706,288.9812292552403,Killed
184487864,61457447972975.02,61603506339254.9,0,17180,267,1672806966,801,703.6042194820927,3641,6.8601728286407075,Killed
757442782,78505893760056.58,58962054060364.79,0,8240,127,1673074620,26,478.0734402220229,3513,0.004886111,Pass
667284672,81514373272415.47,80409418402526.4,0,194,4,1673917068,826,1572.004567849053,3552,0.004886111,Pass
217263263,0.0,72461912488.10538,0,8219,127,1673101570,810,6186.397045325926,10732,257.2675593848495,Pass
955375266,0.0,31966402772.761887,0,8304,128,1672661877,26,380.9134644396552,3497,13.523479350300624,Pass
157288068,0.0,112339819426.6248,0,54732,846,1672817964,2404,702.3536982796179,84262,23076.101652812315,Pass
565724221,47109561109074.41,46995032740424.01,0,106,4,1674241991,26,1925.1761868023295,3643,0.0858821220001591,Pass
936035629,34323959335718.42,34531027580426.254,0,527,7,1673060359,1094,3345.2001577023216,3336,27.339360902764824,Killed
649006616,0.0,0.0,0,8196,127,1672997506,423,9151.954908673684,10660,243.53993557653118,Pass
158526592,78203621259409.75,87214245202791.75,0,392,3,1673576455,54,287.82182560544106,3625,2.1040935208394345,Pass
32061624,56774810038.437584,111599852493.96495,0,441,8,1673048175,26,2538.9189572513806,3680,11.523703100405799,Killed
724961381,34230151434471.81,34621568164889.883,0,64,1,1674619165,26,469.3411476193895,474,12.647023747964132,Pass
807645301,0.0,0.0,0,31722,499,1673458731,24626,20099.7023788719,21756,1630.2069944646034,Pass
957845367,0.0,0.0,0,8146,128,1674615127,26,1843.5389345975568,713,16.223027426433855,Pass
706170054,76188905557393.05,74862900660608.84,0,15405,271,1673411892,32675,21915.201815609158,21986,2768.8256120730894,Pass
33582353,59534405473463.17,59854956865603.234,0,17285,268,1674762632,61678,19649.965215340464,21860,1364.1292878224053,Killed
248826229,81327823106235.83,82040189292478.72,0,8192,128,1672913368,496,452.9031852113638,2153,14.483237177647299,Pass
739944731,60106955129610.67,60227823179062.94,0,16413,258,1674301983,1292,3396.8098597188878,21620,1029.0605434518025,Killed
418206885,87511140342502.86,80789236412363.72,0,103,2,1674176893,844,1722.1710192068742,3619,3.240480010405795,Pass
356873674,0.0,0.0,0,8230,128,1673076094,181,17.59,10747,0.004886111,Pass
10799082,82017778249588.75,82442652721613.22,0,151,3,1675147269,568,472.97304675348744,3528,15.075825436120132,Pass
652412076,67351278895.527985,90253442071.6245,0,51131,825,1672881077,26,202.35693754256673,80370,3069.456140694312,Pass
147410206,33590806619555.426,33717788674346.22,0,378,6,1674018605,648,5451.547895944472,3512,5.202305670491447,Pass
746669099,0.0,0.0,0,8239,128,1672854665,762,699.1163242304054,1399,9.326756571943314,Pass
455583877,47375008693500.766,47280826306303.01,0,269,4,1673756027,26,310.58573664393003,3556,0.004886111,Pass
617559994,35108080896459.336,34999686192613.95,0,157,5,1674021206,26,17.59,894,5.91435227912983,Pass
677129008,0.0,0.0,0,8195,127,1672811856,2974,9766.600582329344,10693,399.99158093801304,Pass
499079017,439168963.472847,31721946311.359467,0,8217,128,1672616598,747,283.3396251759823,10961,0.004886111,Pass
368428476,84086559324235.98,84161690188819.89,0,64,1,1673578867,720,243.54603574096927,3518,10.277684711737319,Pass
264700153,35174750765060.332,35008667694458.113,0,484,6,1674700039,26,386.6362217528813,3613,2.630972038052324,Pass
62557659,0.0,105780969784.40332,0,8209,128,1673053742,1719,7665.06854145447,10858,341.7841264459264,Pass
727275360,19139667352.041733,49468068232.68828,0,16116,252,1674566940,26,2871.8891568844588,21080,233.3785557656114,Killed
442034851,97192684329116.45,93404056819798.08,0,201,5,1674219502,26,1628.4969380284012,3391,0.004886111,Pass
